index,concept,i1,i2,i3,i4,ax_pos,st_height,st_width,st_thick,laser_power,scanning_speed,power_density,n_layers,n_deposits,layer_thick,layer_width,layer_length,base_S_ip,base_N_ip,base_n_f_ip,base_U_ip,base_S_th,base_N_th,base_n_f_th,base_U_th,S_ip,N_ip,n_f_ip,U_ip,S_th,N_th,n_f_th,U_th,weight,temp,h_flux,h_area,S_residual,U_res,max_T_pool,build_time,max_res_U,max_res_S,resiliance_ip_uni,resiliance_ip_gau,resiliance_th_uni,resiliance_th_gau
53,1,2,0,3,1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,171.62095322,143828.226419,4.19619721707,0.308311620433,319.760566086,123642.839331,4.23759964715,3.25643328547,26.7355399798305,1026.80029297,0.5359447198030001,77957.00873815,97.1046981812,0.168579235673,2144.57,111311.923005,0.16857923567295074,97.10469818115234,0.0,0.0,0.78,0.8825556969607005
54,1,2,1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,226.575609784,35141.6905763,2.9511668409,0.502028193564,340.018618671,19268.3251919,2.49579621983,3.61948639538,9.338531572024198,1104.01818848,0.5359447198025,77957.00873815,75.3387432098,0.169020786881,2144.57,111311.923005,0.16902078688144684,75.33874320983887,0.0,0.0,0.0,0.0
55,1,2,1,0,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,208.040236149,60917.0402403,3.13593374892,0.437854926576,251.819856867,162279.375893,4.30762877363,3.58091491705,14.285042767440899,1079.40148926,0.5359447198030001,77957.00873815,95.8168010712,0.169295668602,2144.57,109919.388856,0.16929566860198975,95.81680107116699,0.0,0.0,0.74,0.9068633862579643
56,1,2,1,0,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,169.777905711,142236.812055,3.9099415543,0.307381799129,318.887954477,130742.323983,4.29890955477,3.25593781541,26.7355399798305,846.933837891,0.19585536708,213328.35716050002,102.815898895,0.169010818005,2144.57,31793.5883528,0.16901081800460815,102.81589889526367,0.0,0.0,0.86,0.9975482207760293
57,1,2,1,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,180.617151097,108967.780076,3.93211457282,0.325187346697,357.112811768,141759.382853,4.36763302762,3.29767005695,23.231032567224297,859.872253418,0.19585536708,213328.35716050002,83.6421813965,0.169236272573,2144.57,31793.5883528,0.16923627257347107,83.64218139648438,0.0,0.0,0.96,0.9966753493105762
58,1,2,1,3,0,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,168.628559178,151242.898883,4.18533649828,0.308485118966,323.12674561,122190.044835,4.22425779212,3.25653878151,26.7355399798305,1026.67553711,0.5359447198030001,77957.0087381,93.0034599304,0.168151721358,2144.57,109919.388856,0.16815172135829926,93.00345993041992,0.0,0.0,0.76,0.46672408630550466
59,1,2,3,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,181.45660119,96065.6911902,3.76741606435,0.340382817414,396.598154322,78479.0880777,3.71407446743,3.33216606386,19.726525152079198,872.761047363,0.19585536708,213328.35716050002,58.4998817444,0.168919473886,2144.57,31793.5883528,0.16891947388648987,58.499881744384766,0.0,0.0,0.34,0.11523664994490225
60,1,2,3,0,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,172.960561219,118633.833287,4.15674317423,0.323459580279,368.425322043,34439.7883173,2.9334442263,3.29627024918,23.2310325644397,1038.35473633,0.5359447198030001,77957.00873815,70.1344146729,0.168346822262,2144.57,109919.388856,0.1683468222618103,70.13441467285156,0.0,0.0,0.38,0.2680354658337925
61,1,2,3,0,1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,164.515713172,158964.252219,4.48498690733,0.308633018394,322.329922893,118394.508664,4.192860491,3.2566918783,26.7355399798305,1026.80029297,0.5359447198030001,77957.00873815,73.1623001099,0.169122621417,2144.57,111311.923005,0.1691226214170456,73.16230010986328,0.0,0.0,0.7,0.8136179177097165
62,1,2,3,1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,177.349868646,113881.263465,4.07302350405,0.326273735242,362.527857885,152878.297161,4.48128582973,3.29861982454,23.231032567224297,1038.23730469,0.5359447198025,77957.00873815,71.1701316833,0.168203145266,2144.57,111311.923005,0.16820314526557922,71.17013168334961,0.0,0.0,1.0,1.0
63,1,2,3,1,0,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,165.390984801,157858.067633,4.45684889574,0.308837975849,323.813741867,116274.584408,4.16944940922,3.25681858244,26.7355399798305,1026.67553711,0.5359447198030001,77957.0087381,77.0989875793,0.169201403856,2144.57,109919.388856,0.16920140385627747,77.0989875793457,0.0,0.0,0.94,0.9968293335509757
64,1,3,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,182.97414345,69136.8557756,3.58957696761,0.345906013808,258.072978073,42024.0711002,3.11469685138,3.37505196828,16.9745342992407,886.811645508,0.19585536708,213328.35716050002,30.0236477852,0.165722921491,2144.57,31793.5883528,0.16572292149066925,30.023647785186768,0.0,0.0,0.1,0.0020833349669585194
65,1,3,0,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,164.17680523,107706.3943,4.07801228672,0.329412089585,324.540707186,17460.5939919,2.42939512303,3.3207323837,20.872186794540898,1051.71179199,0.5359447198030001,77957.00873815,35.1555762291,0.168417558074,2144.57,109919.388856,0.1684175580739975,35.15557622909546,0.0,0.0,0.0,0.0
66,1,3,0,1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,153.147768629,143947.83471,4.26701558864,0.314679474554,381.635177236,138984.820299,4.40940887756,3.2730894988,24.702390246807,1035.125,0.5359447198030001,77957.00873815,42.8610343933,0.168644919991,2144.57,111311.923005,0.16864491999149323,42.86103439331055,0.0,0.0,1.0,1.0
67,1,3,0,1,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,148.679585599,143500.723273,4.22117075239,0.308880776341,326.657323302,115154.922482,4.16569576349,3.25686972462,26.7355399798305,1085.85144043,0.759037790587,55044.22535105,47.11789608,0.170001327991,2144.57,78596.2460705,0.1700013279914856,47.11789608001709,0.0,0.0,0.7,0.48009465676679597
68,1,3,0,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,159.43512718,127295.34812,4.24700489477,0.323871439878,370.239745124,32950.4533094,2.90256436782,3.29671112696,23.2310325644397,1101.83251953,0.759037790587,55044.22535105,42.6762523651,0.169264733791,2144.57,78596.2460705,0.16926473379135132,42.676252365112305,0.0,0.0,0.42,0.17240524295242332
69,1,3,0,2,1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,147.691464775,145538.964472,4.23593111843,0.308808100633,326.665153768,121105.835004,4.22846099543,3.25682495909,26.7355399798305,1026.80859375,0.5359447198030001,77957.00873815,47.5384435654,0.169761911035,2144.57,111311.923005,0.16976191103458405,47.53844356536865,0.0,0.0,0.86,0.9433786816532276
70,1,3,1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,178.959469681,79048.9982425,3.72471119767,0.332384712951,333.764171705,45972.5437389,3.19206699354,3.32063704625,20.872186794540898,1052.1418457,0.5359447198025,77957.00873815,35.0605659485,0.168447971344,2144.57,111311.923005,0.16844797134399414,35.06056594848633,0.0,0.0,0.14,0.04727849092454717
71,1,3,1,0,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,152.970091141,140903.237347,4.21092652476,0.3147403573,379.861998788,134951.55109,4.37008003726,3.27326171719,24.702390246807,1034.56835938,0.5359447198030001,77957.00873815,42.7619557381,0.169377267361,2144.57,109919.388856,0.16937726736068726,42.76195573806763,0.0,0.0,1.0,1.0
72,1,3,1,0,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,151.128578145,139137.18754,4.16367034427,0.308912434642,327.328901292,114183.048504,4.15274304304,3.25688786395,26.7355399798305,1085.85424805,0.759037790587,55044.22535105,49.4719619751,0.169323757291,2144.57,78596.2460705,0.16932375729084015,49.471961975097656,0.0,0.0,0.68,0.674298047947296
73,1,3,1,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,162.204825341,118760.908487,4.08247540132,0.327061165364,356.053790602,127340.027195,4.30173540149,3.29888131047,23.231032567224297,1101.75830078,0.759037790587,55044.22535105,43.7356157303,0.169217690825,2144.57,78596.2460705,0.16921769082546234,43.735615730285645,0.0,0.0,0.84,0.9907323493360477
74,1,3,1,2,0,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,150.861500533,138641.349273,4.13678727692,0.309012485483,329.283633535,116512.237705,4.17766741095,3.25695154472,26.735539979748598,1026.66821289,0.5359447198030001,77957.00873815,49.3111953735,0.169676616788,2144.57,109919.388856,0.16967661678791046,49.311195373535156,0.0,0.0,0.84,0.9919836954818537
75,1,3,2,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,167.473536911,95358.0716728,3.79769821808,0.34193701053,393.706154315,77854.2901559,3.71925957193,3.33358636307,19.726525152079198,1121.72021484,0.759037790587,55044.22535105,34.5773458481,0.168733656406,2144.57,78596.2460705,0.1687336564064026,34.577345848083496,0.0,0.0,0.28,0.058337776039547276
76,1,3,2,0,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,160.68857601,126109.162839,4.20399465251,0.323894146764,369.415257883,33337.0580843,2.91176614307,3.2967382774,23.2310325644397,1038.35351563,0.5359447198030001,77957.00873815,48.0518980026,0.169680655003,2144.57,109919.388856,0.169680655002594,48.05189800262451,0.0,0.0,0.46,0.5858397664604739
77,1,3,2,0,1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,151.268072268,149714.829919,4.22037246003,0.308808220627,326.339670452,120183.5337,4.21750261817,3.25683645965,26.7355399798305,1026.80859375,0.5359447198030001,77957.00873815,52.2148561478,0.169342175126,2144.57,111311.923005,0.16934217512607574,52.21485614776611,0.0,0.0,0.82,0.8668061806963284
78,1,3,2,1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,163.357095542,119468.345056,4.14812831825,0.326793715053,360.579668189,145340.479567,4.44467653237,3.29885029932,23.231032567224297,1038.23779297,0.5359447198030001,77957.00873815,49.2095584869,0.169660180807,2144.57,111311.923005,0.16966018080711365,49.20955848693848,0.0,0.0,0.74,0.9082894368885083
79,1,3,2,1,0,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,152.007603791,149582.82572,4.2172792547,0.309003246414,324.426760596,118085.265113,4.1942157493,3.25696326418,26.735539979748598,1026.66821289,0.5359447198030001,77957.0087381,45.8545637131,0.16941164434,2144.57,109919.388856,0.16941164433956146,45.85456371307373,0.0,0.0,1.0,1.0
